cluster,cluster_name,acc_mag_mean,acc_mag_std,acc_mag_max,acc_mag_p95,accY_mean,accY_std,accY_rate_below_neg3,accY_rate_above_pos3,accX_std,accX_max_abs,jerk_std,jerk_rms,gyroX_std,gyroY_std,gyroZ_std,spectral_energy_ratio_0.2_0.8hz,size
0,High acc_mag_std / High acc_mag_p95,1.167809726190904,1.2519323307885402,1.209335053491757,1.2282096123908834,-0.4558600081243347,0.8629286315688367,0.6035166776971493,0.40095400720411384,0.99329388974565,1.0681477719600831,1.1584111852127348,1.1593610920899033,0.6147499401872192,0.5714535278357399,0.679783561609397,-0.3874141345236633,51
1,Low acc_mag_std / Low acc_mag_p95,-0.46169221733128846,-0.4949499912419807,-0.47810920719441624,-0.4855712421080238,0.18022372414217883,-0.34115783108535375,-0.2385996167639893,-0.1585167005225566,-0.3926975843180476,-0.42229097961212564,-0.4579765150841041,-0.45835205966344983,-0.243040674027505,-0.22592348774901364,-0.268751640636273,0.1531637276023789,129
