cluster,acc_mag_p95,accY_mean,accY_std,accY_rate_below_neg3,accY_rate_above_pos3,accX_std,jerk_std,gyroX_std,gyroY_std,gyroZ_std,spectral_energy_ratio_0.2_0.8hz,size
0,1.3302277461553813,-0.502628606919608,1.0368826391527042,0.7471798868446231,0.4654061975844444,1.0697629071210144,1.0822857681349936,0.6150102501818248,0.6762964529127439,0.7913957080180967,-0.4785922132821471,46
1,-0.45664534569513104,0.17254414864404452,-0.35594478657480866,-0.2564945880212885,-0.15976630663346597,-0.36723204274303467,-0.3715309353299227,-0.2111229217042083,-0.23216146891034514,-0.2716731534987494,0.16429284933566282,134
