cluster,acc_mag_mean,acc_mag_std,acc_mag_max,acc_mag_p95,accY_mean,accY_std,accY_rate_below_neg3,accY_rate_above_pos3,accX_std,accX_max_abs,jerk_std,jerk_rms,gyroX_std,gyroY_std,gyroZ_std,spectral_energy_ratio_0.2_0.8hz,size
0,-0.784194870318985,-0.7922958349534872,-0.7908578085331808,-0.7873078850499633,0.23500732052765247,-0.5772955352509799,-0.2564945880212885,-0.1920061442949277,-0.6843761380380355,-0.6941870233317744,-0.7355673392981585,-0.7362519708516594,-0.4580356478204537,-0.44313288363055275,-0.43188299883308295,0.25992583796726837,79
1,0.2385703377660095,0.16259356190958346,0.2176962687637413,0.1444665491579733,0.007170521954615918,0.17912033641715336,-0.12458308561034012,-0.006857362296247411,0.16757273144126034,0.12173493786522445,0.17019618154757912,0.17052641168098004,0.18313052869276994,0.15400490544514417,0.16315197114277846,-0.12609107632360037,70
2,1.459724874567066,1.651929729924345,1.5238396148599778,1.680150467028676,-0.6150811244679891,1.0667072172782808,0.9349641434324387,0.5047903470979552,1.365665280777955,1.4941719094401456,1.490196357942707,1.491195383213307,0.7537315861071604,0.7815211105049532,0.7321973847683578,-0.37766986634716526,31
